Club Name,Pitch Name,Latitude,Longitude,Province,Country,Division,County,Directions,Twitter,Elevation,Annual Rainfall,Rain Days,Uses VEO,VEO Recordings,VEO Club Identifier
"St. Gall's GAA, Belfast",De La Salle Park,54.58452700,-5.96968000,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.584527,-5.96968",https://twitter.com/naomhgall,5.00,977.48,278.00,false,0,
St. Ita's,,51.90942500,-7.90063300,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.909425,-7.900633",https://twitter.com/stitasgaa,,1269.90,256.00,false,0,
St. James',,51.57422200,-8.90705400,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.574222,-8.907054",https://twitter.com/stjamesgaa_cork,89.00,1460.70,266.00,false,0,
"St. James GAA, Aldergrove",Crumlin,54.61640290,-6.22496103,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.6164029,-6.22496103",https://twitter.com/aldergrovegaa,66.00,975.07,281.00,false,0,
"St. James' GAA, Mervue",,53.28283970,-9.01685530,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.2828397,-9.0168553",https://twitter.com/gaajames,23.00,1279.70,282.00,false,0,
"St. James' GAA, Ramsgrange",,52.23902500,-6.93015700,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.239025,-6.930157",https://twitter.com/stjamesgaaclub,68.00,1229.00,248.00,false,0,
St. James Gaels,Iveagh Grounds,53.32954700,-6.30654100,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.329547,-6.306541",https://twitter.com/StJamesGaels,31.00,927.50,245.00,false,0,
"St. John Bosco GAA, Newry",Jennings Park,54.18097700,-6.34759500,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.180977,-6.347595",https://twitter.com/newryboscogfc,8.00,980.99,287.00,false,0,
"St. John's GAA, Belfast",Corrigan Park,54.59233300,-5.97739300,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.592333,-5.977393",,47.00,977.48,278.00,false,0,
"St. John's GAA, Carraroe",Stenson Park,54.23804000,-8.46383000,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.23804,-8.46383",https://twitter.com/stjohnsgaasligo,25.00,1337.80,291.00,false,0,
"St. John's GAA, Drumnaquoile",St. John's Park,54.29734500,-5.90754100,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.297345,-5.907541",https://twitter.com/stjohnsgaa,89.00,1087.48,282.00,false,0,
St. John's Volunteers,,52.35112500,-6.48481300,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.351125,-6.484813",https://twitter.com/volunteersgaa,10.00,1132.30,259.00,false,0,
St. Joseph's,,53.43167900,-7.55831400,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.431679,-7.558314",https://twitter.com/thejoesgaa,94.00,991.00,263.00,false,0,
"St. Joseph's, Doora Barefield",,52.84271500,-8.90584500,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.842715,-8.905845",https://twitter.com/doorabarefield,21.00,1064.30,265.00,false,0,
St Josephs GAA,Tony Byrne Park,52.98932900,-7.09043600,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.989329,-7.090436",https://twitter.com/Stjosephsgaa,90.00,878.90,253.00,false,0,
St. Joseph's GAA,,53.93226100,-6.40904400,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.932261,-6.409044",https://twitter.com/thejoesgfc,4.00,869.50,248.00,false,0,
St. Joseph's GAA,,52.32013800,-6.47303400,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.320138,-6.473034",https://twitter.com/stjosephswexgaa,78.00,1132.30,259.00,false,0,
"St. Joseph's GAA, Ballycran",McKenna Park,54.47782900,-5.50783600,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.477829,-5.507836",https://twitter.com/bailecrann,17.00,942.78,270.00,false,0,
"St. Joseph's GAA, Calry",Hazelwood,54.26904800,-8.41720700,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.269048,-8.417207",https://twitter.com/calrystjosephs,36.00,1337.80,291.00,false,0,
"St. Joseph's GAA, Craigbane",Gerard Crossan Park,54.86788300,-7.14664000,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.867883,-7.14664",,133.00,1135.81,298.00,false,0,
"St. Joseph's GAA, Ederney",Páirc Naomh Iósaf,54.53144700,-7.65513300,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.531447,-7.655133",https://twitter.com/ederneygaa,77.00,1152.06,297.00,false,0,
"St. Joseph's GAA, Glenavy",St. Joseph's Park,54.57956700,-6.22382400,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.579567,-6.223824",https://twitter.com/glenavygaa,67.00,975.07,281.00,false,0,
"St. Joseph's GAA, Glenelly","Glenelly GAA Grounds, Plumbridge",54.76617700,-7.25051300,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.766177,-7.250513",,92.00,1219.24,300.00,false,0,
"St. Joseph's GAA, Kilteevan",,53.63484200,-8.12517200,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.634842,-8.125172",https://twitter.com/stjosephs_ros,60.00,959.40,263.00,false,0,
St Joseph's Hurling,Our Lady of Lourdes Park,53.83517900,-7.43916900,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.835179,-7.439169",,75.00,1015.18,291.00,false,0,
"St. Joseph's, Milltown Malbay",,52.85229900,-9.40815800,Munster,Ireland,Clare,Clare,"https://maps.google.com/?daddr=52.852299,-9.408158",https://twitter.com/miltowngaa,38.00,1464.70,265.00,false,0,
St. Joseph's/O'Connell Boys,Fairview Park,53.36196800,-6.22507200,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.361968,-6.225072",https://twitter.com/stjosephsocb,7.00,931.70,241.00,false,0,
St. Judes,"Pitch 1, Tymon Park",53.29558900,-6.33054700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.295589,-6.330547",https://twitter.com/clgnaomhjude,71.00,927.50,245.00,false,0,
St. Kevin's,,53.33102700,-6.76095900,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.331027,-6.760959",https://twitter.com/stkevinsgfc,84.00,866.90,251.00,false,0,
"St. Kevin's GAA, Castlerea",O'Rourke Park,53.77040200,-8.48709500,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.770402,-8.487095",https://twitter.com/stkevins,72.00,1123.90,275.00,false,0,
"St. Kevin's GAA, Dunleer",,53.82183500,-6.46873600,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.821835,-6.468736",https://twitter.com/stkevinslouth,97.00,842.60,242.00,false,0,
St. Kevins Killians,Ballymount Park,53.30962300,-6.37488800,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.309623,-6.374888",https://twitter.com/stkevinskillian,70.00,927.50,245.00,false,0,
St. Kieran's,,52.52971100,-9.01505200,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.529711,-9.015052",https://twitter.com/naomhciarain,47.00,1124.90,255.00,false,0,
"St. Killian's GAA, Whitecross",St. Killian's Park,54.22132700,-6.48399700,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.221327,-6.483997",https://twitter.com/whitecrossgac,117.00,964.44,284.00,false,0,
St. Lachtains,,52.73096400,-7.39309200,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.730964,-7.393092",https://twitter.com/naomhlachtain,70.00,901.10,247.00,false,0,
St. Laurence's,,53.04215700,-6.85770600,Leinster,Ireland,Kildare,Kildare,"https://maps.google.com/?daddr=53.042157,-6.857706",https://twitter.com/stlaurencesgaa,107.00,901.00,266.00,false,0,
"St Lazerians GAA, Abbeyleix",Fr. Breen Park,52.91278500,-7.35287500,Leinster,Ireland,Laois,Laois,"https://maps.google.com/?daddr=52.912785,-7.352875",,100.00,875.40,257.00,false,0,
"St. Loman's GAA, Mullingar",,53.53470900,-7.31635500,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.534709,-7.316355",https://twitter.com/stlomansgaaclub,95.00,939.80,265.00,false,0,
"St. Macartan's GAA, Aghadrumsee",St. Macartan's Park,54.23729000,-7.23397600,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.23729,-7.233976",https://twitter.com/stmacartans,88.00,1057.20,287.00,false,0,
"St. Macartan's GAA, Augher",Fr. Patrick Hackett Park,54.43633200,-7.12005900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.436332,-7.120059",https://twitter.com/aneochair,59.00,1021.30,291.00,false,0,
"St. Macartan's GAA, Trillick",Donnelly Park,54.45274600,-7.49139900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.452746,-7.491399",https://twitter.com/trillickgac,119.00,1069.23,298.00,false,0,
"St. Malachy's GAA, Castledawson",St. Malachy's Park (The Broagh),54.76721500,-6.53696900,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.767215,-6.536969",,18.00,966.15,287.00,false,0,
St. Malachy's GAA. Castlewellan,St. Malachy's Park,54.25557200,-5.94139500,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.255572,-5.941395",https://twitter.com/castlewellangac,114.00,1235.59,278.00,false,0,
"St. Malachy's GAA, Edendork",Edendork GAA Grounds,54.52255600,-6.75990900,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.522556,-6.759909",https://twitter.com/edendorkgac,90.00,886.13,279.00,false,0,
"St. Malachy's GAA, Moortown",P.T. Tobin Memorial Park,54.63710300,-6.51602800,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.637103,-6.516028",https://twitter.com/moortowngac,19.00,906.98,288.00,false,0,
"St. Malachy's GAA, Portadown",St. Malachy's Park,54.43245900,-6.47440800,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.432459,-6.474408",https://twitter.com/stmalachysgaa,27.00,927.74,276.00,false,0,
"St. Malachy's GAC, Belfast",Cherryvale,54.57567000,-5.91052000,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.57567,-5.91052",https://twitter.com/stmalsbelfast,19.00,958.83,280.00,false,0,
St. Margarets GAA,Kilreesk,53.44196100,-6.30164700,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.441961,-6.301647",https://twitter.com/stmargarets_gaa,69.00,818.20,245.00,false,0,
St. Marks,,53.28867500,-6.38889400,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.288675,-6.388894",https://twitter.com/StMarksGAA,104.00,927.50,245.00,false,0,
St. Martins,Páirc Uí Chomartúin,52.78969500,-7.12004600,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.789695,-7.120046",https://twitter.com/stmartinskk,192.00,964.90,258.00,false,0,
St. Martin's GAA,,52.34540000,-7.75174200,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.3454,-7.751742",,23.00,1039.40,248.00,false,0,
St. Martin's GAA,,52.28955600,-6.49111300,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.289556,-6.491113",https://twitter.com/stmartinsgaa,35.00,1152.80,258.00,false,0,
St. Mary's,,51.73542000,-8.93735900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.73542,-8.937359",https://twitter.com/SaintMarysGAA,40.00,1489.90,257.00,false,0,
St. Mary's Clonmel,,52.35320500,-7.71323500,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.353205,-7.713235",https://twitter.com/stmarys_hc,23.00,1039.40,248.00,false,0,
"St. Mary's GAA, Aghagallon",St. Mary's Park,54.50046400,-6.27292700,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.500464,-6.272927",https://twitter.com/aghagallongaa,50.00,962.04,279.00,false,0,
"St. Mary's GAA, Ahoghill",Fr. McGuigan Park,54.82385600,-6.38785100,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.823856,-6.387851",https://twitter.com/ahoghillgaa,115.00,926.94,290.00,false,0,
"St. Mary's GAA, Ardee",,53.84200200,-6.54321200,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.842002,-6.543212",https://twitter.com/ardeestmarysgfc,37.00,835.90,244.00,false,0,
"St. Mary's GAA, Ardmore",McCourt's Pitch,54.95992100,-7.25736700,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.959921,-7.257367",https://twitter.com/officialardmore,63.00,1033.33,292.00,false,0,
"St. Mary's GAA, Athenry",Raheen Pitch,53.30535800,-8.75831000,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.305358,-8.75831",https://twitter.com/cumannathanri,51.00,1171.30,268.00,false,0,
"St. Mary's GAA, Banagher",Fr. McNally Park,54.89235700,-7.01412000,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.892357,-7.01412",https://twitter.com/banaghergac,147.00,1113.35,292.00,false,0,
"St. Mary's GAA, Burren",St. Mary's Park,54.13749100,-6.26280300,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.137491,-6.262803",https://twitter.com/burrengaa,80.00,980.99,287.00,false,0,
"St. Mary's GAA, Cahirciveen",Con Keating Park,51.94536200,-10.23417200,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.945362,-10.234172",https://twitter.com/stmarysgaaclub,5.00,1875.00,284.00,false,0,
"St. Mary's GAA, Convoy",Páirc Naomh Muire,54.85908100,-7.67963200,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.859081,-7.679632",https://twitter.com/convoygaa,43.00,1055.29,283.00,false,0,
"St. Mary's GAA, Devenish",St. Mary's Park,54.41029000,-8.09131400,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.41029,-8.091314",https://twitter.com/devenishgaa,30.00,1135.41,299.00,false,0,
"St. Mary's GAA, Donore",,53.69334400,-6.44599100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.693344,-6.445991",https://twitter.com/stmarysgfc,32.00,815.90,255.00,false,0,
"St. Mary's GAA, Faughanvale",John McLaughlin Park,55.03549900,-7.10338800,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=55.035499,-7.103388",https://twitter.com/faughanvalegaa,9.00,982.89,288.00,false,0,
"St. Mary's GAA, Glasdrumman",Páirc Naomh Muire,54.12469900,-5.90727900,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.124699,-5.907279",,56.00,1155.67,279.00,false,0,
"St. Mary's GAA, Granard",Higginstown,53.77244000,-7.48702600,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.77244,-7.487026",https://twitter.com/granardgaa,117.00,957.20,273.00,false,0,
"St. Mary's GAA, Granemore",St. Mary's Park,54.25158500,-6.65361400,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.251585,-6.653614",https://twitter.com/granemoregfc,126.00,1014.58,293.00,false,0,
"St. Mary's GAA, Killeeshil",St. Mary's Park,54.49185000,-6.94302600,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.49185,-6.943026",,108.00,1004.65,287.00,false,0,
"St. Mary's GAA, Killyclogher",Ballinamullan,54.60123000,-7.25474000,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.60123,-7.25474",https://twitter.com/killycloghergaa,84.00,1011.07,291.00,false,0,
"St. Mary's GAA, Killyman",St. Mary's Park,54.50729600,-6.67347200,Ulster,United Kingdom,Tyrone,Tyrone,"https://maps.google.com/?daddr=54.507296,-6.673472",https://twitter.com/killymangac,19.00,886.13,279.00,false,0,
"St. Mary's GAA, Kiltoghert",Pairc Naoimh Mhuire,53.94808500,-8.07446224,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=53.948085,-8.07446224",https://twitter.com/maryskiltoghert,48.00,1066.80,272.00,false,0,
"St. Mary's GAA, Maguiresbridge",Páirc na hÓige,54.29131400,-7.47757200,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.291314,-7.477572",https://twitter.com/bridgegfc,54.00,1086.08,290.00,false,0,
"St. Mary's GAA, Maudlintown",,52.32809800,-6.45465700,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.328098,-6.454657",https://twitter.com/officialmaudgfc,25.00,1132.30,259.00,false,0,
"St. Mary's GAA, Rochfortbridge",Fr. Eamon O'Brien Park,53.41695000,-7.30244400,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.41695,-7.302444",,85.00,935.50,261.00,false,0,
"St. Mary's GAA, Rosslare","Paddy Roche Centre, Tagoat",52.24366200,-6.39857200,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.243662,-6.398572",https://twitter.com/officialstmarys,22.00,1152.80,258.00,false,0,
"St. Marys GAA, Saggart",Páirc Mhuire,53.27940900,-6.44116200,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.279409,-6.441162",https://twitter.com/stmaryssaggart,125.00,944.30,257.00,false,0,
"St. Mary's GAA, Slaughtmanus",Fr. Gallagher Park,54.98756900,-7.18214600,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.987569,-7.182146",https://twitter.com/slaughtmanusgac,112.00,982.89,288.00,false,0,
"St. Mary's GAA, Sligo",Dick Kent Park,54.26503000,-8.50080000,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.26503,-8.5008",https://twitter.com/StMarysGAASligo,31.00,1337.80,291.00,false,0,
"St. Mary's GAA, Swanlinbar",St. Mary's Park,54.19207800,-7.70456700,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=54.192078,-7.704567",https://twitter.com/swanlinbargaa,66.00,1187.95,293.00,false,0,
"St. Mary's GAC, Rasharkin","Páirc Naomh Muire, Dreen",54.94154400,-6.48537600,Ulster,United Kingdom,Antrim,Antrim,"https://maps.google.com/?daddr=54.941544,-6.485376",https://twitter.com/rasharkingac,59.00,995.13,288.00,false,0,
"St. Mary's Sean Finns, Rathkeale",,52.52779600,-8.94894100,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.527796,-8.948941",https://twitter.com/rathkealegaa,33.00,1030.80,252.00,false,0,
"St. Matthew's GAA, Drumsurn",Drumsurn GAA Grounds,54.98862900,-6.86536400,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.988629,-6.865364",https://twitter.com/drumsurngac,103.00,1151.66,296.00,false,0,
St. Maurs GAA,,53.53250900,-6.10705800,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.532509,-6.107058",https://twitter.com/stmaursgaa,21.00,805.50,243.00,false,0,
St. Michael's,,53.76776800,-6.82706100,Leinster,Ireland,Meath,Meath,"https://maps.google.com/?daddr=53.767768,-6.827061",https://twitter.com/stmicksgfc,63.00,859.50,244.00,false,0,
St. Michael's,,51.88980300,-8.39328200,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.889803,-8.393282",https://twitter.com/stmichaelscork,7.00,1322.50,239.00,false,0,
St Michael's-Foilmore,,51.82913700,-10.26852900,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=51.829137,-10.268529",,12.00,1985.60,289.00,false,0,
St. Michael's GAA,Ballintogher,54.19970000,-8.36244100,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.1997,-8.362441",,65.00,1185.30,281.00,false,0,
St. Michael's GAA,Ardcarne Park,53.99284500,-8.17317500,Connacht,Ireland,Roscommon,Roscommon,"https://maps.google.com/?daddr=53.992845,-8.173175",https://twitter.com/michaels_gaa,50.00,1230.50,280.00,false,0,
St. Michael's GAA,Westside Playing Fields,53.27576100,-9.07885752,Connacht,Ireland,Galway,Galway,"https://maps.google.com/?daddr=53.275761,-9.07885752",https://twitter.com/stmichaelsgaa,13.00,1131.70,277.00,false,0,
"St. Michael's GAA, Creeslough/Dunfanaghy",Páirc Naomh Micheál,55.18251500,-7.98838100,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=55.182515,-7.988381",https://twitter.com/stmichaels_gaa,2.00,1433.73,309.00,false,0,
"St. Michael's GAA, Lissan",Tullynure,54.69072700,-6.75694600,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.690727,-6.756946",https://twitter.com/lissangaa,133.00,1008.76,292.00,false,0,
"St. Michael's GAA, Magheralin",St. Michael's GAA Ground,54.46510500,-6.27659800,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.465105,-6.276598",,65.00,966.75,278.00,false,0,
"St. Michael's GAA, Newtownhamilton",St. Michael's Park,54.18783600,-6.57319200,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.187836,-6.573192",https://twitter.com/baileur,173.00,1019.89,287.00,false,0,
"St. Mochhai's GAA, Darragh Cross",St. Mochai's Park,54.44868400,-5.75750100,Ulster,United Kingdom,Down,Down,"https://maps.google.com/?daddr=54.448684,-5.757501",https://twitter.com/darraghcrossgaa,60.00,963.44,269.00,false,0,
"St. Mochtas GAA, Louth",,53.94964700,-6.54884300,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.949647,-6.548843",https://twitter.com/mochtasgfc1934,42.00,838.20,243.00,false,0,
"St. Mogue's GAA, Fethard on Sea",,52.18353000,-6.83830200,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.18353,-6.838302",https://twitter.com/stmoguesgaa,20.00,1193.30,255.00,false,0,
St. Molaise Gaels,Monsignor Hynes Park,54.39561100,-8.51878900,Connacht,Ireland,Sligo,Sligo,"https://maps.google.com/?daddr=54.395611,-8.518789",https://twitter.com/molaisegaels,30.00,1591.30,300.00,false,0,
"St. Molaise's GAA, Irvinestown",St. Molaise's Park,54.47499800,-7.62985000,Ulster,United Kingdom,Fermanagh,Fermanagh,"https://maps.google.com/?daddr=54.474998,-7.62985",https://twitter.com/naomhmolaise,86.00,1078.66,291.00,false,0,
St. Mollerans,,52.34392100,-7.42802900,Munster,Ireland,Waterford,Waterford,"https://maps.google.com/?daddr=52.343921,-7.428029",https://twitter.com/stmollerans,12.00,1261.50,246.00,false,0,
St. Monicas,Millwood Park,53.38857700,-6.17777200,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.388577,-6.177772",https://twitter.com/stmonicasgaa,27.00,931.70,241.00,false,0,
"St. Moninne's GAA, Killeavy",Killeavy Memorial Park,54.14292100,-6.36188600,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.142921,-6.361886",https://twitter.com/killeavygaa,136.00,980.99,287.00,false,0,
St. Mullin's,Drummond,52.51070400,-6.92237800,Leinster,Ireland,Carlow,Carlow,"https://maps.google.com/?daddr=52.510704,-6.922378",https://twitter.com/NaomhMoling,86.00,1181.40,249.00,false,0,
"St. Munis GAA, Forgney",Peter Egan Park,53.55672900,-7.72152200,Leinster,Ireland,Longford,Longford,"https://maps.google.com/?daddr=53.556729,-7.721522",https://twitter.com/stmunisgaa,53.00,961.10,272.00,false,0,
"St. Naul's GAA, Mountcharles",Gerald Gallagher Memorial Park,54.64460500,-8.20116400,Ulster,Ireland,Donegal,Donegal,"https://maps.google.com/?daddr=54.644605,-8.201164",https://twitter.com/clgnaomhnaille,68.00,1672.38,302.00,false,0,
St. Nicholas,Glen Field,51.91696900,-8.46217900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.916969,-8.462179",https://twitter.com/nicksgaa,60.00,1322.50,239.00,false,0,
"St. Nicholas GAA, Drogheda",Jimmy Pentony Park,53.71329300,-6.37219700,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=53.713293,-6.372197",https://twitter.com/stnicholasgfc,32.00,839.10,254.00,false,0,
St. Oliver Plunkett Eoghan Ruadh,,53.37467400,-6.32574600,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.374674,-6.325746",https://twitter.com/plunketts_ie,43.00,817.40,238.00,false,0,
St. Oliver Plunkett Eoghan Ruadh,Phoenix Park Pitch,53.35082120,-6.31162300,Leinster,Ireland,Dublin,Dublin,"https://maps.google.com/?daddr=53.3508212,-6.311623",https://twitter.com/plunketts_ie,28.00,927.50,245.00,false,0,
St. Oliver Plunkett's,Páirc Uinsinn,51.70946800,-8.89758900,Munster,Ireland,Cork,Cork,"https://maps.google.com/?daddr=51.709468,-8.897589",https://twitter.com/oliverplunketts,116.00,1457.80,254.00,false,0,
"St. Oliver Plunkett's GAA, Greenlough",Oliver Plunket Park,54.86779800,-6.51345400,Ulster,United Kingdom,Derry,Derry,"https://maps.google.com/?daddr=54.867798,-6.513454",https://twitter.com/greenloughgac,35.00,945.39,286.00,false,0,
St. O. Plunkett's,,53.53478000,-7.34091600,Leinster,Ireland,Westmeath,Westmeath,"https://maps.google.com/?daddr=53.53478,-7.340916",https://twitter.com/ophcmullingar,95.00,939.80,265.00,false,0,
"St. Osnat's GAA, Glencar",,54.32099300,-8.20205900,Connacht,Ireland,Leitrim,Leitrim,"https://maps.google.com/?daddr=54.320993,-8.202059",,50.00,1493.50,296.00,false,0,
St. Patricks,Anner Park,52.47450300,-7.59544700,Munster,Ireland,Tipperary,Tipperary,"https://maps.google.com/?daddr=52.474503,-7.595447",https://twitter.com/gaastpatricks,59.00,989.50,245.00,false,0,
St. Patrick's,,52.66958800,-8.59720300,Munster,Ireland,Limerick,Limerick,"https://maps.google.com/?daddr=52.669588,-8.597203",https://twitter.com/StPatsGAALimk,5.00,1166.50,263.00,false,0,
"St. Patricks, Arva",Michael Cully Memorial Park,53.92166000,-7.57887000,Ulster,Ireland,Cavan,Cavan,"https://maps.google.com/?daddr=53.92166,-7.57887",https://twitter.com/patscavan,82.00,1051.28,294.00,false,0,
"St. Patrick's, Ballyragget",Ballyragget,52.78120800,-7.33443100,Leinster,Ireland,Kilkenny,Kilkenny,"https://maps.google.com/?daddr=52.781208,-7.334431",https://twitter.com/stpatsbally,67.00,901.10,247.00,false,0,
St Patricks East Kerry,,52.06981830,-9.56737950,Munster,Ireland,Kerry,Kerry,"https://maps.google.com/?daddr=52.0698183,-9.5673795",https://twitter.com/patseastkerry,32.00,1436.80,273.00,false,0,
St. Patrick's GAA,,54.00118500,-6.26554900,Leinster,Ireland,Louth,Louth,"https://maps.google.com/?daddr=54.001185,-6.265549",https://twitter.com/patsgfc,30.00,961.60,251.00,false,0,
"St. Patrick's GAA, Camolin",,52.61374900,-6.42626700,Leinster,Ireland,Wexford,Wexford,"https://maps.google.com/?daddr=52.613749,-6.426267",https://twitter.com/clgnaomhpadraig,33.00,1045.40,236.00,false,0,
"St. Patrick's GAA, Carrickcruppen",St. Patrick's Park,54.18257200,-6.39738000,Ulster,United Kingdom,Armagh,Armagh,"https://maps.google.com/?daddr=54.182572,-6.39738",https://twitter.com/carrickcruppen_,86.00,969.36,285.00,false,0,
