Club Name,Recordings,Club Identifier
Langwarrin,688,langwarrin-sc-15551821
Lanier Soccer Academy,340,lanier-soccer-association-2b7ab466
LSA Girls.,106,lanier-soccer-association-bb2a77a3
LSA U13,85,lanier-soccer-association-3
LSA,116,lanier-soccer-association-girls-under-12-gold
Four Corners Football Club,62,lani-lyons
Länk FC Vilaverdense,1535,cambrils-park-resort
Lannion FC,138,lannion-fc
0861075390,21,0861075390
LANORIA,236,lanoria-club
Lansdowne Yonkers FC,60,lansdowne-yonkers-fc
LA Dragons,177,lansing-area-dragons
Lansvale United SC,149,north-bankstown-soccer-club
Laocha sports,264,sports-analysis
La Plata Rugby Club,126,la-plata-rugby-club
LA PLAYERS MANAGEMENT FOOTBALL & SPORTS,17,la-players-management-football-sports
LaPorta Sports,222,laporta-sports
Lapuan Virkiä,83,lapuan-virkia
Hornets soccer,126,laquey-highschool-soccer
United Gorge SC,979,united-gorge-soccer-club
Laragh United,54,laragh-united-gaa
LCCC,90,laramie-county-community-college-eefa771b
Lara United,185,lara-united-football-club
Larbi Bouzourine,228,karim-souyah
LAREDO HEAT SC,303,rayados-laredo-soccer-academy
laredo Heat Youth soccer club,269,laredo-heat-youth-soccer-club
La Réole XIII,10,la-reole-xiii
Largs Colts,43,largs-colts-2012s
Largs Thistle F.C.,135,largs-thistle-football-club
Larizza Soccer Club,25,larizza-soccer-club
Larkhall Athletic,32,larkhall-athletic
Larkhall CIty,83,larkhallcityfc
Larkhall Thistle Community FC 2015s,13,larkhall-thistle-community-fc-2015s
Larkspur Rovers,49,larkspur-rovers-de44127b
Larkspur rovers ladies,22,larkspur-rovers-ladies
Larkview F.C.,169,larkview-football-club
Larne fc,18,larne-fc-1ba3b8fe
Larne FC,131,ballymoney-u15-girls
Larne FC,242,larne-fc-10d71cb3
Larne Grammar School,21,larne-grammar-school
Larne RFC,51,larne-rugby-football-club-4c9cbb05
La roca,153,la-roca-6
La Roca,205,utah-surf-2
La Roca,22,la-roca-8
La Roca,38,la-roca-e02799b4
La Roca,104,la-roca-29
La roca,67,la-roca-fc68625b
La Roca,17,la-roca-3497147f
La Roca,162,la-roca-4cbc8b23
La Roca,70,la-roca-36
La Roca,98,la-roca-33
La Roca07/Celtic05,354,celtic-rangers-fc-storm
La Roca 2008,139,la-roca-fc-3
LaRoca Nell,216,laroca-2012-gary-nell
La Roca,192,la-roca-2012-girls
LaRoca 2014 G CT,159,laroca-2014-g-ct
La Roca,137,benjamin-beer
La Roca,58,la-roca-club
La Roca DC,149,la-roca-30
La Roca,59,la-roca-a0d7191c
La Roca ‘05 ECNL,287,la-roca-ecnl
La Roca,122,la-roca-fc-2
La Roca Fc,116,la-roca-fc-7
La Roca,91,la-roca-fc-c3680900
La Roca FC,33,la-roca-fc-8
La Roca Jeff Miller,173,la-roca-fc-5
La Roca FC,65,la-roca-28
La Roca FC,33,la-roca-fc-d18ab8df
La Roca FC,227,la-roca-7
La Roca FC,15,la-roca-fc-b4ffffb3
La Roca - SJ,202,utah-arsenal-fc-3
LaRoca,93,laroca-fc
Jeff Howes,53,la-roca-09-pa
La Roca FC 11G PO - ECNL RL,13,la-roca-fc-11g-po-ecnl-rl
LA ROCA FC - 2010 ECNL - CB and HK,339,la-roca-fc
La Roca FC South - Bravo,10,la-roca-football-club-2
La Roca FC South U12 Girls,23,la-roca-fc-2013-south-girls
La Roca Utah County,187,la-roca-fc-utah-county
La Roca,145,la-roca-futbol-club-2
La Roca FC,66,la-roca-futbol-club-6
La Roca,141,la-roca-futbol-club-20c78eb0
La Roca FC.,55,lrfc
La Roca FC 2009 ECNL,52,la-roca-futbol-club-eeb7dca5
La Roca FC,111,la-roca-futebol-club
LRFC,176,sparta-united-sc
LaRoca - HD Team Sports,92,la-roca-9
La Roca SLC,213,wasatch-high-school
La Roca,68,la-roca-south-2011-girls-cs
La Roca South,81,utah-arsenal-futbol-club
La Roca TJ 07,68,la-roca-futbol-club-5
La Roca U14,11,la-roca-u14-e6cd38e1
La Roca,282,la-roca-utah-county
La Roca,783,utah-arsenal-fc-2
Team United 2033,14,team-united-2033
Deltona Soccer,222,larry-j-schreiber-jr
Larsen,179,north-valley-soccer-club-3
LBK,40,larsmo-bollklubb
Hjørring fk,17,lars-nielsen
Larvik turn,19,larvik-turn-a294cede
La Salle Academy,65,la-salle-academy-boys-lacrosse
LaSalle High School Soccer,23,lasalle-soccer
LASA Soccer,75,lasa-soccer
LASC,37,my-clubhouse-297a14ea
LAFC JB,13,los-angeles-football-club-5
LCHS Lady Bulldawg Soccer,140,las-cruces-high-school-lady-bulldawg-soccer
LC Locos,43,las-cruces-locos
LASC U13,402,dynamo-la-eagles
Las Galacticas,13,las-galacticas
Bierbeek U14,16,kho-bierbeek-2
Lash Club,13,lash-club-lsc
Lasher Sports Veo,47,lasher-sports-veo-5909fcc3
Eagles,98,la-sierra-high-school
LASK GMBH,265,lask-gmbh
Las Positas College,157,las-positas-college
Las Rozas C.F.,24,las-rozas-cf-8089ba05
E.F.M.O.  BOADILLA,70,escuela-futbol-madrid-oeste
Sandefjord Fotball,23,lasse-a-saga
Lassiter Soccer,55,lassiter-high-school-6d014ba2
Lasswade Rugby,59,lasswade-rugby-football-clubhigh-school
Last Chance Lacrosse Club,61,last-chance-lacrosse-club
Last Samurai,23,lastsamurai
Giovannone,98,la-surf-boys-2012
LA Surf,59,la-surf-67a47e45
LA Surf Garcia 07,52,la-surf-71959063
LA Surf Hollywood G2006/07 NPL,50,la-surf-hollywood-8dd9b69f
LA Surf SFV,17,la-surf-sfv-a39d470f
Aidan Soccer,187,la-surf-sfv
SURF,40,la-surf-sherman-oaks
LA Surf Soccer Club,211,la-surf-soccer-club-sherman-oaks
LA Surf - SW,37,torrance-united
Diversity,90,las-vegas-diversity-fc
Las Vegas Diversity FC,22,las-vegas-diversity-futbol-club-2008-academy-boys
Las Vegas Downtown,23,lv-downtown
Las Vegas Elite FC BU19,93,las-vegas-sporting-milan
Impact,69,las-vegas-impact
Las Vegas Irish Rugby Club,18,las-vegas-rugby-club
LVSA,93,las-vegas-soccer-academy
Las Vegas Sports Academy,48,las-vegas-sports-academy-4dd8730d
Las Vegas Sports Academy,31,las-vegas-sports-academy-a1617757
LVSA,477,las-vegas-sports-academy
LVSA 09 Red,126,las-vegas-sports-academy-21e98bd4
LVSA,37,las-vegas-sports-academy-0904b1d0
LVSA,101,las-vegas-sports-acadamy
LVSA,79,las-vegas-sports-academy-u12-boys-red-2012
GIRLS,235,las-vegas-sports-academy-2
Las Vegas Storm,236,las-vegas-storm
LV Surf SC,155,las-vegas-surf-soccer-club-c2d3ed87
LV Surf SC,185,las-vegas-surf-soccer-club
La Tablada,83,la-tablada
La Tampi Club,338,la-tampi-club-4dbb38bc
Latchford Giants,113,latchford-giants-arlfc
LATDP,35,st-martins-episcopal-school
Lathallan School,111,lathallan-school
Latics Women,16,wigan-athletic-ladies-football-club
Latif Wooter,32,latif-wooter
LASA,86,latin-american-soccer-association
LATIN FH,14,latin-fh
Latin Romans,78,latin-school-of-chicago-0f172954
Latin School of Chicago,115,latin-school-of-chicago
La Trobe University Soccer Club,188,la-trobe-university-soccer-club
La Troncal FC,273,latroncalfc2024
Latvia Rugby,94,latvia-national-rugby-union-team
Latymer Upper,51,latymer-upper-school-33dcd64c
Lauderhill Lions Soccer Academy,227,lauderhill-lions-soccer-academy-2
Rugby,18,laugharne-rfc
Launceston City FC,157,launceston-city-football-club
Launceston,34,launceston-fc
LAUNCESTON RUGBY CLUB,104,launceston-rugby-club-ltd
Laune Rangers,87,laune-rangers-gaa-club
LA United FC,257,united-fc
Laureats du Cegep de Saint-Hyacinthe,32,laureats-du-cegep-de-saint-hyacinthe
Laureats St-Hyacinthe,107,fcsb-5563c1fb
LH Boys Soccer Boosters,126,laurel-highlands-boys-soccer
Laurel Lions,98,laurel-lions-soccer-club
Laurent Malisani,96,laurent-malisani
LNFC VEO,1551,laurent-nacry-footbal-club-veo
Robinson Family,89,laurent-robinson
Lausanne City,34,lausanne-city-football-club
Lausanne Sport Féminin,16,lausanne-sport-academie
LUC Rugby,45,lausanne-universites-club-rugby
LAUTP ry,252,lautp-ry-74c03eed
LLUJA,181,lauttakylan-luja
Lauzerte QPS XV,23,lauzerte-qps-xv
Lavanderia,103,lavanderia
LAVAUR FC,65,nabil-moussi
LAVC/Cleveland HS,169,lavccleveland-hs
Laveen 2010 B,72,nory
L'Avenir,177,lavenir
Lazers SC,135,la-verne-lazers-soccer-club
Bulldogs,133,laverstock-ford-fc-2
Laverton FC,54,laverton-park-fc
Lavey GFC,45,353-86-854-2699
LAVIENA FC YOUTH,184,laviena-fc-youth
La Viena FC,59,la-viena-football-club
La vigilante de saint fulgent,27,la-vigilante-de-saint-fulgent
Lavoie,197,coastal-fc
La Voulte Rugby Club Ardeche,21,la-voulte-rugby-club-ardeche
Lawler,67,lawler
Lawley Lightmoor,53,lawley-lightmoor
Bears,64,fc-pride-0cba723a
Lawrence Lions,108,lawrence-high-school
Lawrence North Girls Soccer,155,lawrence-north-girls-soccer
Lawrence Sheriff School,10,lawrence-sheriff-school-d206b85a
Lawrence Tech Mens Soccer,124,lawrence-tech-mens-soccer
Laxey,102,laxey-afc
Lax/personal use,87,laxpersonal-use
Springboro/Oakwood,194,springboro-panthers
Laxton Junior School,17,laxton-junior-school
Layer Colts,11,layer-colts-youth-football-club
Layla-Champ Productions,50,layla-champ-productions
LCA,116,layton-christian-academy-2e2b50d6
Layton,120,layton-high-girls-soccer
Strikers,29,layton-strikers
Layton Strikers 2013,62,layton-strikers-2013
Layton Strikers FC,32,layton-strikers-fc-2bd33ef0
Layton Strikers,74,layton-strikers-football-club
Lazers Soccer Club,124,peachtree-city-lazers-youth-soccer-association
Lazio Celesti,51,lazio-celesti
Lazkao Kirol Elkartea,48,lazkao-kirol-elkartea
Lazz Sports,151,lazz-sports
LB07,1085,lb07-malmo
L&BB FC,41,lbb-fc
LBF,294,elmhurst-city-soccer-association
LB Football Academy,17,lb-football-academy
LB&HX Junior football club,22,lbhx-junior-football-club
LBK,16,lunds-bollklubb-5
BoIS,17,lbois
LBS Lions,87,lbs-lions-football-club
LCA Eagles,40,lca-eagles
LCA MS Boys Soccer,40,life-christian-academy
LCCC Basketball,11,lccc-basketball
LCC Girls Soccer,37,lcc-girls-soccer
LCCS VB Soccer,13,lancaster-county-christians-school-varsity-boys-so
Girls Soccer,136,del-mar-carmel-valley-sharks-girls-2006
LCFC Women Academy,355,louis-sowe-3
LCFC Women Academy 2,77,lcfc-women-academy-2
LC Rush 2013 Black (NTC),10,lc-rush-2013-black-ntc
LCS,157,jimmy-house
Lo-Con,216,local-coach-support
Leeward Construction Services,58,leeward-construction-services
LCS Soccer,11,lcs-soccer
LCSA,492,lc-united-2
LC United,85,lc-unitedd
LC United,48,glasa-elite-fc
LC United 09G Manis,63,lc-united-09g-manis
LD,52,ld
LDE Soccer,307,lde-soccer
Leadership Prep School,80,leadership-prep-school-frisco
Leading Edge,23,leading-edge
Leafield Athletic FC,95,leafield
Leafield Athletic Ladies,264,leafield-athletic-ladies
LEAF STUDIO - VEO ACCOUNT,30,leaf-studio-school-ec12d566
League Challenge Cup 2021,13,league-challenge-cup-2021
League City,26,league-city
WINNING 7,39,dharahara-fc
14s,31,footy
Leahi 12G Premier,24,leahi-c408df04
Leahi NaKoa,23,leahi-nakoa
Leahi SC West,125,leahi-sc-west
Leahi,87,leahi-soccer-club-9d6e81cb
Leahi Soccer Club,14,leahi-soccer-club
Leahi Soccer Club,18,leahi-soccer-club-3e0d096f
Leamington Brakes FC,133,leamington-brakes-fc
Leamington Football Club,30,leamington-football-club
Leamington Lions Girls FC,135,leamington-lions-girls-fc
Leamington RFC,99,leamington-rugby-club
Leamington SC United,60,leamington-sun-county-united-soccer-club
LEARNERS FOOTBALL CLUB,198,learners-football-club
LTFC,70,melbourne-chinese-sport-federation
Leaside Colts,70,leaside-colts-fc
Leaside Flames,116,leaside-flames
Leaside wildcats,20,leaside-wildcats
Leather England Ltd,10,leather-england-ltd
Leatherhead FC,66,leatherhead-football-club-921c7362
Leavenworth Soccer Association,47,leavenworth-united-soccer-club
Lebanon High School Soccer,30,lebanon-high-school-soccer
Lebanon Ice Hockey Boosters,42,lebanon-ice-hockey-boosters-946171e5
Lebanon National Team,47,lebanon-national-team
Lecanto,139,lecanto-high-school
Lecce Women,20,dieffe-consulting-srl
Lechia Zielona Góra,10,lechia-zielona-gora-16870c04
Lechia Zielona Góra U17,155,new-lechia-zielona-gora-u17
Lecker Boys,82,lecker-boys
Leckhampton Football club,22,leckhampton-football-club
Ledbury RFC,111,ledbury-rugby-football-club
Ledford Senior High School,28,ledford-senior-high-school
Ledøje-Smørum Fodbold,760,ledoeje-smoerum-fodbold
LCS,141,lee-county-strikers
Adel Hockey Club,107,leeds-adel-hockey-club-83807fe9
Leeds Cork,130,leeds-afc-cork
Leeds Beckett Uni,24,leeds-beckett-uni
Leeds City Fc,120,leeds-city-fc
Leeds Corinthians,29,leeds-corinthians
Leeds Huaren,48,leeds-huaren-32a9f9b2
Ajax,134,leeds-juniors-ajax
Leeds Modernians,104,yorkshire-amateur
Leeds PFC,107,leeds-powerchair-fc
Leeds Rhinos,19,leeds-rhinos-wheelchair-rugby-league
Leeds,54,leeds-united-10
Leeds United FC,158,leeds-united-fc
Leeds United WFC,147,leeds-united-women-football-club
Lee Kids,502,lee-family-sports
Leek,24,leek
Leek Hockey Club,33,leek-hockey-club
Leek Rugby Club,69,leek-rugby-union-football-club-e7aa55b4
Leek Town,12,leek-town-f5cced7c
Leek Town FC Ladies,98,leek-town-fc-ladies
Leek,14,leek-town-football-club
Leek Town FC,122,leek-town-football-club-ltd
Lee Man,119,lee-man
LMVSC,11,lee-mount-vernon-sports-club-b3c3e8dc
LMVSC,424,lee-mount-vernon-sports-club-inc
Lee Rangers,30,lee-rangers-fc
Lee,435,binfield-fc
LEERS OS Football,39,leers-os-football
Leeside United,85,leeside-united
Lee's Summit Legends 2015 Academy Red,60,lees-summit-legends-2015-academy-red
Lee's Summit West Soccer,129,lees-summit-west-soccer
Leesville High School,66,leesville-high-school-a5598191
LHS,77,leesville-high-school
Leeton Phantoms,10,leeton-phantoms-rugby-union-club
Leeton Greenies,58,leeton-rugby-league-football-club
Leeton United,92,leeton-united-football-club
Lee Men's Soccer,82,lee-university-mens-soccer
Lee Women's Soccer,72,lee-university-womens-soccer
Leeuw Brucom,57,leeuw-brucom-43d10a18
Vc De Leeuwkens,120,leeuwkens-teralfene-cb3bc5db
Lee Williams High School,11,don-sommers
Le Five Centre De Foot,47,le-five-centre-de-foot
LCF,35,lega-corsa-di-ballo
Legacy AAU Basketball,16,legacy-aau-basketball
Legacy at Carbon,82,legacy-at-carbon
Legacy fc,30,legacy-fc-2d1653ed
Legacy FC 2011B,118,legacy-fc
Legacy FC,19,legacy-fc-534b56ff
Legacy FC,162,wright-county-soccer-club-df3797c3
Legacy Gators,26,legacy-gators
LHS Rebels Soccer,21,legacy-high-school-girls-soccer
Legacy Lacrosse 2030,10,legacy-lacrosse-2030
Legacy Lightning,34,legacy-lightning
Legacy Park,166,legacy-park-soccer-club
Mansfield Legacy High School,56,legacy-soccer
Legacy soccer,126,legacy-soccer-648dfffc
Legacy Soccer Club,21,legacy-soccer-club-19028d0d
Legacy Soccer Club,1191,uscore-soccer-club
Legacy,95,legacy-soccer-club-60c6274d
Legacy Soccer Inc.,17,legacy-soccer-incorporated
Legacy United FC,96,legacy-united-fc
Legacy United,28,dashers-fc-09g
Legacy United FC - Selby,138,legacy-united-fc-selby
Legacy White 2010/2011,281,ddysc-golden-leopards
Z2022-23,232,davis-legacy-soccer-club-4
Legend,15,legend-c3ad4eec
Legend FC,99,spartans-fc-2
Legends,23,legends-f538fb3b
LEGENDS 07,134,legends-07
Legend's Academy,28,legends-academy
Legends Alexandria,189,legends-alexandria-sports
Legends Boys,95,legends-lacrosse
Legends ECRL OC,59,legends-fc-oc2
Legends FC,31,legends-fc-d60a374f
Legends FC,19,legends-fc-f0f8f6ba
Legends FC,42,rio-hondo-college
OC Surf North - Brodack,220,oc-surf-north-brodack
Legends FC,288,legends-fc-2
Legends FC,171,legends-fc
Legends FC,124,legends-fc-10
Legends FC,10,legends-fc-742b881f
Legends FC,161,legends-fc-f2bda837
Legends FC,58,legends-fc-39a4a084
Legends FC,22,legends-fc-4ad22d97
Legends FC,28,na-cbdc4a48
Legends,81,elite-soccer-club
Legends FC,49,legends-fc-2852341b
Legends FC,38,legends-fc-5a24703c
Legends FC - Gold,10,legends-fc-976fde49
LFC,149,legends-fc-cd95cba5
Legends FC 2013B,150,san-jose-rush-2013b-blue
Legends FC 2015B,173,next-level-a5f51e1c
Legends FC,78,legends-fc-arizona-a8651e1a
Legends,43,legends-fc-arizona-e42f8595
Legends FC Arizona Team,49,legends-fc-arizona-2015-g
LFC,66,legends-fc-az
LEGENDS FC,14,tigres-fc
Legends FC G11 NPL,35,legends-fc-49cec263
Legends FC Norcal,129,san-jose-surf-0ccd8a14
Legends FC,151,legends-fc-oc
Legends FC OC B09 Gold,62,09-gold
Legends FC San Diego,209,albion-sc-4
05LEGENDS - KOOI,51,legends-fc-san-diego
Legends FC San Diego,39,del-mar-carmel-valley-sharks-9c0598c0
AYSO Matrix,122,ayso-matrix
Legends G10,126,legends-fc-san-diego-g2010
Legends SCV G2012,45,legends-fc-santa-clarita-valley-829b9877
Legends FC Santa Clarita Valley,64,legends-fc-santa-clarita-valley-e93163e4
Legends SCV,369,legends-fc-santa-clarita-valley
Legends FC SCV g2013,32,legends-fc-santa-clarita-valley-girls-2013
Legends FC,28,legends-fc-scv-g2014
Legends FC SCV,227,real-southern-california-santa-clarita-valley
Legends FC,47,legends-football-club-d58941c2
Legends FC AZ,40,legends-football-club-arizona
Legends Football,522,legends-football-gold-coast
Legends Girls,61,legends-lacrosse-boys
Legends Lacrosse,21,legends-lacrosse-a87196bb
Legends LS,68,legends-ls
Legend SC,449,legend-soccer-club
Legends SGV B2008,10,ayso-united-central-b2008-meagrow
Legends,382,legends-soccer-school
Leggs Club Teams,22,leggs-club-teams
Leghrib,13,n-75f1cbb6
Legia Warszawa,395,legia-warszawa
Legia Warszawa S.A,2470,legia-warszawa-sa
Legion FC,21,legion-fc-ffce5b37
Legion FC,15,legion-fc-3f3fc7c0
Legion FC,221,legion-fc-chicago
Legion FC,61,legion-football-club-ac670dda
Legion FC,279,legion-futbol-club
Legion FC,182,legion-futbol-club-73296216
Legmeervogels,20,legmeervogels-f2c5583f
Lehi Fury,204,ucsc-lehi-fury-11-bk
LVU,53,lehigh-valley-united-602dc6f7
LVU,80,lehigh-valley-united-c099c465
Lehigh Valley United,139,lehigh-valley-united-2
Lehigh Valley United,38,lehigh-valley-united-26854501
Lehigh Valley United,60,lehigh-valley-united-2011-boys-pre-encl
Lehi Basketball,55,lehi-high-school-boys-basketball
LehPa77,52,lehpa77
Leicester Atletico Fc,202,leicester-atletico-united-fc
Stars,33,leicester-stars
Leicester Celtic,20,pilotfish-advisory-ltd
Leicester Celtic FC,333,leicester-celtic-fc-f22e3390
Leicester Forest RFC,109,leicester-forest-rfc-28785402
Leicester Grammar School,97,leicester-grammar-school-749d76e6
Leicester Lions,10,leicester-lions-rfc
Leicester Nirvana FC,78,leicester-nirvana-fc
Leicestershire RFU,15,leicester-rfu
Leicestershire & Rutland County FA,28,leicestershire-rutland-county-football-association
Tigers Women RFC,20,lichfield-rugby-club
Leichhardt,67,leichhardt-football-club
Leichhardt Saints Football Club,36,leichhardt-saints-football-club
Leichhardt Wanderers,11,leichhardt-wanderers
Leichhardt Wanderers,37,kauri
Test,80,leigh-bailey
Leigh East,232,leigh-east-amateur-rugby-league-club
Lions,40,leigh-east-lions
Leighlinbridge GFC,20,leighlinbridge-gfc
Leigh Lionesses F.C,21,leigh-lionesses-fc
Leigh miners,22,darren-pilkington
Leigh miners American football team,92,leigh-miners-american-football-team
Test Leigh Rangers,27,test-leigh-rangers
Leigh Miners Rangers U16 Golds,19,leigh-miners-rangers-u15-gilds
Rams u12 reds,44,leigh-ramblers
Leigh Ramblers,105,leigh-ramblers-fc-2
Leigh Ramblers Girls & Ladies FC,35,leigh-ramblers-girls-ladies-fc
Leigh Ramblers Youth FC,165,leigh-ramblers-fc
Leigh RUFC,23,leigh-rufc-af3826f6
Buzzard,11,leighton-buzzard-rfc
Leighton Park Rangers,56,leighton-park-rangers-kempston-rovers-colts
Leighton Park School,77,leighton-park-school
Leighton Town FC,45,leighton-town-fc
Leighton United FC,14,leighton-united-fc-30f456b8
Leiknir Fáskrúðsfjörður,192,leiknir-faskrusfjorur
Leiknir Reykjavík,143,leiknir-reykjavik
Leinster,47,leinster-rugby-referees-14bcda0d
Leinster Rugby,12,leinster-rugby-01f31d21
LSC,10,leipziger-sc-1901
Leiston FC,378,leiston-football-club
Leisure Leagues,762,leisure-leagues-hastings-5990b8ef
Leith Athletic,204,leith-athletic-2
Leitrim Gaels GAA,37,leitrim-gaels-gaa
Leixlip 2012,20,leixlip-8289411f
Leixlip GAA,47,leixlip-gaa-greenlane-leixlip-co-kildare
Leixlip United,28,leixlip-united-87b317f2
Leixlip United,82,leixlip-united-fc-b3f07379
LEKEITIO FUTBOL TALDEA,64,lekeitio-futbol-taldea
LSSK,70,lekeryd-svarttorp-sportklubb
LeKi-futis,537,leki-futis
Leknes FK,106,leknes-fotballklubb
Leksands IF Fotboll,52,leksands-if-fotboll
Lekstorps IF,27,lekstorps-if
Leland Girls Soccer,36,almaden-fc-66d377b5
Le Mée Sports Football,70,le-mee-sports-football
Harrobi,79,lemoako-harrobi-fk
LBHS Girls Soccer,25,lemon-bay-high-school-gorls-soccee
Lemon Bay Soccer,82,lemon-bay-soccer
Lemoore High School,44,lemoore-high-school
LEMPDES,25,lempdes-sport-football
Lemvig GF,21,lemvig-gf-23b9a0d7
Lenape High School,12,lenape-high-school
Lenape Valley Football 2023,27,lenape-valley-football-2023
LVSC,119,lenape-valley-soccer-club
Lenawee United FC,73,lenawee-united-fc
Lenoir City High School,101,lenoir-city-high-school
Lenseth Family,14,lenseth-family
Lenzie,88,lenzie-football-club
Leo CrusadersFC,42,leo-crusadersfc
Leodari Caldogno,52,leodari-caldogno
Leodiensian RUFC,72,leodiensians
Leonard,87,bsc-abb812e5
Sharks Greenland,25,leonardo-greenland
Leonardo Rincon,122,leonardo-rincon
Leonardtown High School,64,leonardtown
Taco,15,leon-falk
LEON FC,80,leon-fc-1b20c9ef
León Fútbol Club,18,deportivo-bogota-ed5f6192
Leonhard's Club,48,leonhard
Leon Russell (LEX),11,leon-russell
Leo,15,leos-waterford-2
Lepère Anatole,26,lepere-anatole
Lepa,128,leppavaaran-pallo
LePa,434,leppavaaran-pallo-ry-9f66bbd1
Stratford volleyball club,185,stratford-volleyball-club
Lep Tigers,68,leprechaun-tigers-rfc
Solängens BK,158,solangens-bk-junior
Nicolas LEROY,331,csvillefranche-rugby
Lerums IS,49,lerums-is-0cd1922f
Lerums IS,81,lerums-is-5e1edb29
Lerum IS,171,lerums-is-dam
Lervik IF,19,lervik-idrettsforening
lerys kember,58,lerys-kember
Les Aigles du Congo,53,aigle-du-congo
Lesando,136,independance-football
Les Botés,18,feminines-athletques-rugby-2a841a31
LSA ''The Pav'',24,leschenault-sporting-association
Dahus MBA,52,les-dahus-du-mont-bel-air-2ae3dde1
Diablos,35,les-diablos-du-cegep-de-trois-rivieres
Les filles du RCTPM,23,les-filles-du-rctpm
Les Genêts D'Anglet,64,les-genets-danglet
Les Kériolets,84,les-keriolets-de-pluvigner
Parent,77,parent-97da5c96
Les MACCABI,26,les-maccabi
Les Quennevais School,47,les-quennevais-school
les redoubstables,46,les-redoubstables
Les Rouges,20,les-rouges-0eba1242
Les sables Vendée Football,27,les-sables-fcoc-vendee
Les vétérans de l'AS MENUCOURT,56,les-veterans-2-de-las-courdimanche
Eagles,93,letchworth-garden-city-eagles-fc-db553748
Letchworth Eagles,73,letchworth-garden-city-eagles-fc
The Legends,87,letchworth-garden-city-rugby-club
Letchworth GC Eagles,19,essential-water-services
Letcombe Football Club,64,letcombe-football-club-9021d447
Letham FC,95,newburgh-juniors-fc
Letham JFC,149,letham-junior-football-club
Lethbridge College,27,lethbridge-college-ac07de4c
Lethbridge Soccer Association,599,lethbridge-soccer-association
Le Tir ASCBB,60,le-tir-ascbb-8409c4cd
Le Touquet A.C.F.C.O.,21,le-touquet-ac
Letterkenny Rovers,243,letterkenny-rovers
Letterkenny RFC,143,letterkenny-rugby-club
Let your Game Speak,42,let-your-game-speak
Leuze,35,leuze
Levadiakos FC,65,levadiakos-fc
Levallois Metropolitans Basketball Club,118,levallois-sporting-club-blue-steelers
LFK,14,levanger-fotball-klub
Levanger FK,18,levanger-fotball-klubb-4
LFK,63,levanger-fotballklubb-8
Levanger FK,367,levanger-fotballklubb-2
Levanger FK,76,levanger-fotballklubb-9
Levanger,74,levanger-fotballklubb-12
Levante,1364,levante-ud
"Levante UD Femenino ""B""",11,levante-ud-femenino-b
L7 Academy,275,the-edsv-academy
LEVEL82,45,level82
LEVELS FC,619,levels-fc
Level Up Football Development,95,park-ridge-panthers-football-club
Level Up,629,natives-fa
Level Up Soccer,84,philadelphia-deportivo-soccer-club
Leven VEO,425,ohio-premier-2
Fat Robot TV,20,leverstock-green-football-club
LEVEZOU SEGALA AVEYRON XV,246,levezou-segala-aveyron-xv
Levi FC,84,levi-fc
Levin AFC,56,levin-afc
Levittown Soccer Club,14,levittown-soccer-club
Levittown soccer club / LIJSL,24,levittown-soccer-club-lijsl
Levring Efterskole,66,levring-efterskole-ee7cc91b
Levski2014,36,levski2014
LEVSKI SOFIA 2016,119,stoyan-mitov
(Partnership) Lewes FC,389,lewes-fc-5
Lewes FC,1035,lewes-fc-women
Lewes HC,83,lewes-hockey-club
Lewes Rugby Club,77,lewes-rugby-football-club-4
Lewis family,534,lewis
Lewis and Clark Community College,260,lewis-and-clark-community-college
Lewisburg Soccer,115,lewisburg-high-school-soccer
Lewisburg Soccer,84,lewis-burg-soccer
Lewis Central High School,118,lewis-central-high-school
Stealth Bombers,94,lewis-cottler
Lewis Family,288,lewis-ballers
Lewisham Borough Community Football Club,21,lewisham-borough-community-football-club-8e563d6b
Lewisham Borough Youth FC,13,lewisham-borough-youth-fc
LEWIS NCFC,78,north-carolina-football-club-dd233bfa
LHS Soccer,63,lewiston-high-school-boys-soccer
Ivano Conte,49,etobicoke-fc
LCA Boys Soccer,14,lexington-christian-academy-boys-soccer
LFC,11,lexington-fc-9
Lexington High School Girls’ Varsity Soccer,48,lexington-high-school-girls-varsity-soccer
Lexington HS,35,lexington-hs-4a90511d
Lexington Soccer Academy,376,lexington-soccer-academy
LSA,55,lexington-soccer-academy-99648337
LSC,37,lexington-sporting-club-f615fb1c
Lexington Sporting Club,91,ky-united-05-girls
Lexington Sporting Club,33,lexington-sporting-club-0ef5efbf
Chi's 07,29,lexington-sporting-club-6fab2014
Lex Sporting,142,commonwealth-soccer-club
Lexington Sporting GA,13,lexington-sporting-ga
Lexington Sporting Youth,225,lexington-sporting-youth-club
UniFut,181,lexington-unifut-soccer-club
Lexington Youth Field Hockey Association,12,lexington-youth-field-hockey-association
Lexington Lacrosse,214,lexington-youth-lacrosse-inc
LE XV DE LA DOMBES,113,le-xv-de-la-dombes
Leyden Boys,30,leyden-high-school
Leyendas del valle,52,leyendas-del-valle-fc
Leyton Orient,55,leyton-orient-b6a1f8be
Leyton Orient FC Women,55,leyton-orient-10
Leyton Orient 1st Team,22,leyton-orient-1st-team
Leyton Orient Trust,51,leyton-orient-trust
Leyton Orient LFC,21,leyton-orient-u16-jpl-girls
LFA,74,lfa-705f5ac1
LFA,55,lfa
